customer_id,purchase_amount,date_purchase
3989,187,5/16/2023
4081,191,10/3/2022
4074,,1/16/2023
3990,132,7/14/2023
4088,180,4/5/2023
4092,182,10/28/2022
3987,146,1/31/2023
4011,118,4/13/2023
4073,143,10/19/2022
4078,,3/22/2023
3965,23,8/12/2023
3997,61,3/11/2023
4100,51,12/27/2022
4051,184,8/17/2023
3987,25,6/16/2023
4111,85,3/6/2023
4061,148,12/10/2022
3985,,8/20/2023
3987,36,2/26/2023
4051,182,11/14/2022
4103,67,10/21/2022
4031,153,8/25/2023
3967,140,6/1/2023
4090,188,9/29/2023
3996,180,3/3/2023
3987,,10/29/2022
4052,116,12/8/2022
4035,185,6/12/2023
4052,151,2/17/2023
4034,,10/11/2022
4032,61,9/12/2023
4081,123,8/29/2023
3964,172,5/12/2023
3993,175,6/1/2023
3993,160,4/7/2023
4107,164,6/18/2023
4064,,12/26/2022
3969,59,5/9/2023
4035,55,5/22/2023
4029,29,5/5/2023
4012,,12/11/2022
4003,,4/10/2023
4082,106,7/20/2023
3957,,10/3/2022
3988,77,5/10/2023
4097,,12/22/2022
4046,75,10/9/2022
3974,,10/22/2022
3968,49,2/4/2023
4063,,9/28/2023
4080,162,4/27/2023
4103,,1/7/2023
4036,167,6/19/2023
4101,87,9/6/2023
4072,156,4/2/2023
4043,28,8/22/2023
4053,91,4/26/2023
4078,57,2/13/2023
4112,139,4/30/2023
3990,,11/7/2022
3992,113,2/23/2023
4086,,7/22/2023
4119,64,5/19/2023
4074,94,2/15/2023
4072,65,3/12/2023
4071,168,8/2/2023
3995,153,6/7/2023
4040,176,8/28/2023
3979,,7/29/2023
4116,124,1/16/2023
4116,174,11/24/2022
4061,169,6/26/2023
4056,20,1/21/2023
4016,92,7/29/2023
4058,39,9/24/2023
4043,148,7/21/2023
4095,16,9/14/2023
3968,105,6/7/2023
4070,140,7/23/2023
4028,21,7/6/2023
4122,176,9/29/2023
3979,,2/21/2023
3999,34,8/4/2023
3963,,11/10/2022
4103,147,2/10/2023
4118,170,8/4/2023
4036,,9/28/2023
4100,64,6/18/2023
4122,118,5/8/2023
3988,62,10/19/2022
4121,189,7/30/2023
4100,199,8/15/2023
3978,175,3/12/2023
4006,28,3/11/2023
4115,49,10/9/2022
4095,,2/23/2023
4104,19,8/3/2023
3970,,9/26/2023
4102,,9/5/2023
4090,152,1/16/2023
4005,,12/14/2022
4078,76,5/3/2023
4085,125,5/13/2023
3961,120,3/2/2023
3987,109,1/20/2023
4093,146,12/6/2022
4003,,12/8/2022
3961,26,1/23/2023
4027,159,7/31/2023
4009,,2/10/2023
4019,101,4/15/2023
4105,37,11/22/2022
4070,185,12/7/2022
3978,32,11/22/2022
4093,122,12/21/2022
4112,179,7/9/2023
4039,,7/28/2023
4059,,9/27/2023
4107,110,7/2/2023
3968,149,8/31/2023
4082,172,11/9/2022
3962,,9/5/2023
4044,196,11/24/2022
4068,12,3/19/2023
4003,152,8/13/2023
4063,,2/26/2023
3963,,7/16/2023
4092,110,3/24/2023
4038,31,1/26/2023
4054,199,2/7/2023
4022,98,10/10/2022
3980,175,10/4/2022
3986,46,9/25/2023
3982,,11/8/2022
4095,74,1/3/2023
4000,,9/17/2023
4030,,5/20/2023
3993,23,5/13/2023
4003,150,9/24/2023
4022,150,12/24/2022
3979,,12/11/2022
3996,74,1/8/2023
4035,,7/31/2023
4061,134,6/30/2023
4000,101,9/27/2023
3972,,3/6/2023
4114,35,6/13/2023
4040,27,3/4/2023
4003,91,12/29/2022
3963,94,8/24/2023
3971,88,12/23/2022
4033,49,3/25/2023
4056,103,4/23/2023
3982,119,5/26/2023
4038,,6/17/2023
3993,66,9/23/2023
4062,174,6/10/2023
4039,102,11/3/2022
4023,,6/21/2023
4053,132,6/15/2023
3987,101,6/28/2023
3970,134,12/13/2022
4008,54,12/6/2022
4018,30,1/14/2023
4109,45,5/20/2023
4107,60,6/28/2023
4017,170,8/27/2023
4083,,7/8/2023
4087,,8/30/2023
4086,,6/6/2023
4055,17,10/31/2022
3986,158,3/19/2023
4025,161,9/3/2023
3972,19,7/8/2023
4038,149,2/27/2023
4075,148,11/5/2022
4098,48,4/18/2023
4061,67,6/26/2023
3973,160,10/27/2022
4080,84,4/16/2023
3964,,9/24/2023
4061,33,11/10/2022
4119,138,1/12/2023
4016,,9/24/2023
3961,167,2/9/2023
4025,141,7/23/2023
4098,,8/26/2023
4107,,4/9/2023
3982,154,4/25/2023
4020,47,3/7/2023
4099,133,5/29/2023
3989,20,7/23/2023
4034,134,8/4/2023
4102,77,7/3/2023
4061,20,2/17/2023
4071,142,4/20/2023
3978,102,10/14/2022
4119,126,9/14/2023
4085,20,3/17/2023
4009,92,6/22/2023
3993,,5/9/2023
4052,172,9/18/2023
4095,199,5/17/2023
4000,149,8/17/2023
4019,106,2/16/2023
4094,103,7/19/2023
4065,29,4/18/2023
4099,106,1/8/2023
4072,67,9/14/2023
3967,100,7/6/2023
3957,98,2/2/2023
4075,133,10/3/2022
4115,11,8/15/2023
4031,45,5/17/2023
3999,68,12/19/2022
3957,,1/13/2023
3972,64,4/22/2023
4080,,12/2/2022
4026,,10/27/2022
4110,40,7/7/2023
4021,116,11/1/2022
4054,194,7/22/2023
4046,,12/13/2022
4118,132,5/3/2023
4011,51,11/13/2022
4106,115,4/16/2023
4087,,4/25/2023
4029,,12/8/2022
3968,51,10/5/2022
3998,,11/21/2022
4093,156,5/4/2023
4101,,3/16/2023
3974,,4/2/2023
4033,142,3/14/2023
3979,163,5/20/2023
4058,173,9/17/2023
3988,,6/18/2023
3992,179,4/28/2023
4099,31,2/21/2023
4028,165,3/20/2023
4067,133,6/14/2023
4010,,9/7/2023
4113,163,6/26/2023
4086,,4/24/2023
4038,56,3/16/2023
4044,140,3/18/2023
4119,195,4/3/2023
4023,126,6/11/2023
4072,27,3/31/2023
4026,108,11/22/2022
4019,,12/29/2022
4039,,2/9/2023
4044,139,5/30/2023
4010,48,5/10/2023
4074,55,2/19/2023
4110,167,10/4/2022
4041,146,10/5/2022
3961,40,10/28/2022
3991,,4/17/2023
4122,164,6/27/2023
3957,10,5/18/2023
4112,183,3/23/2023
4078,143,6/25/2023
3958,21,5/2/2023
3959,119,6/30/2023
4001,133,12/8/2022
4062,107,2/28/2023
4099,199,9/16/2023
4082,188,10/31/2022
4057,118,4/2/2023
4094,,11/7/2022
3977,69,5/2/2023
3976,31,4/15/2023
4094,149,3/31/2023
3964,58,2/9/2023
4070,,3/17/2023
3988,11,11/25/2022
4047,40,12/19/2022
4053,106,12/30/2022
4110,186,2/10/2023
4048,114,3/5/2023
4056,49,2/12/2023
4002,159,11/6/2022
3959,147,6/21/2023
3988,103,7/30/2023
4075,184,8/11/2023
4051,62,5/31/2023
4006,152,3/2/2023
4070,104,10/4/2022
3959,133,12/14/2022
4013,88,1/13/2023
3962,190,1/13/2023
4028,45,6/29/2023
4048,178,4/28/2023
4006,,7/2/2023
3980,189,5/8/2023
4114,35,10/10/2022
4117,112,6/21/2023
4034,150,1/29/2023
4013,185,3/13/2023
4016,51,5/30/2023
4083,172,10/23/2022
4049,,11/3/2022
3966,,5/21/2023
4028,,10/12/2022
4083,121,2/4/2023
4112,,4/29/2023
4010,104,1/9/2023
3958,,10/25/2022
4007,,8/16/2023
4120,112,3/3/2023
4058,143,2/16/2023
3985,162,12/19/2022
4028,,1/18/2023
4102,54,6/21/2023
4085,122,8/27/2023
4083,,4/30/2023
4000,142,11/2/2022
4098,18,12/29/2022
4006,140,10/25/2022
4101,69,9/22/2023
4111,182,3/21/2023
4101,,10/26/2022
4001,10,7/5/2023
3973,32,8/11/2023
4107,112,7/2/2023
3989,111,1/24/2023
3973,61,10/17/2022
3989,198,8/9/2023
4023,33,2/21/2023
4102,195,11/6/2022
4015,159,1/18/2023
4090,80,2/16/2023
4027,59,9/9/2023
4006,113,7/25/2023
3962,76,10/8/2022
4093,,7/27/2023
4114,153,5/11/2023
4021,,8/24/2023
4100,39,11/4/2022
4073,75,8/8/2023
3957,157,6/2/2023
4066,123,8/3/2023
4121,154,6/7/2023
3970,72,7/23/2023
4039,127,6/8/2023
4067,160,12/10/2022
4061,133,2/18/2023
4027,,3/23/2023
3988,,12/19/2022
4089,66,7/13/2023
4076,68,2/16/2023
4083,115,11/27/2022
4049,142,1/17/2023
4089,189,4/5/2023
3968,73,4/19/2023
4014,112,8/10/2023
3969,97,2/17/2023
4028,,6/28/2023
4064,131,10/8/2022
4093,65,3/3/2023
4071,78,3/13/2023
4037,,10/23/2022
3958,58,5/27/2023
4057,61,1/14/2023
4006,71,4/1/2023
4042,62,4/13/2023
3977,73,9/20/2023
4103,101,6/10/2023
3963,,3/4/2023
4014,,6/19/2023
4065,183,10/9/2022
3976,136,7/22/2023
4020,148,3/15/2023
4007,133,6/14/2023
3999,90,8/25/2023
4041,157,8/25/2023
4036,135,1/24/2023
3973,,7/22/2023
4117,140,2/7/2023
4117,66,9/13/2023
3981,42,10/11/2022
3964,,3/23/2023
4079,132,7/28/2023
4067,18,8/19/2023
3963,110,7/9/2023
4108,54,10/25/2022
4117,40,12/12/2022
4042,127,9/3/2023
4021,12,5/11/2023
4020,,10/2/2022
3984,158,12/27/2022
4078,,8/13/2023
4018,76,2/7/2023
4044,,2/17/2023
3970,78,12/16/2022
4042,166,8/31/2023
4090,57,10/24/2022
4017,63,1/29/2023
3975,105,11/17/2022
4110,112,4/1/2023
4115,56,6/30/2023
4069,157,8/5/2023
3981,35,12/12/2022
4117,70,3/21/2023
4071,107,6/25/2023
4105,,2/22/2023
3988,199,8/10/2023
3978,,10/10/2022
3972,55,5/29/2023
3965,44,1/7/2023
4053,171,3/10/2023
4037,194,12/19/2022
3973,134,10/22/2022
3989,153,1/26/2023
3972,22,11/20/2022
4070,186,7/17/2023
3971,,5/15/2023
4034,75,9/7/2023
4113,171,5/25/2023
4117,,5/31/2023
4067,76,2/25/2023
3973,153,7/1/2023
3983,75,5/13/2023
3971,115,5/25/2023
4100,,4/5/2023
3970,165,8/10/2023
4032,,4/7/2023
4054,176,11/29/2022
4059,82,9/3/2023
3981,182,3/9/2023
4115,198,11/5/2022
4062,30,6/21/2023
4016,83,5/7/2023
4110,47,2/15/2023
4116,173,9/18/2023
3959,96,6/26/2023
4073,166,12/22/2022
4055,28,1/13/2023
4075,,10/3/2022
4066,90,6/15/2023
4115,84,6/26/2023
4115,164,12/7/2022
3982,79,8/8/2023
4043,102,3/14/2023
3963,143,8/26/2023
4073,115,6/25/2023
4089,,4/22/2023
4041,42,9/23/2023
4107,179,6/22/2023
4006,200,2/20/2023
3984,30,11/25/2022
3983,111,7/21/2023
3960,,5/5/2023
4109,,12/22/2022
3974,150,2/4/2023
4108,,8/29/2023
4006,144,1/22/2023
4103,31,12/27/2022
3989,,5/9/2023
4120,31,10/17/2022
4087,109,8/27/2023
4022,73,4/4/2023
4047,123,7/9/2023
4064,43,4/12/2023
4080,53,8/16/2023
4115,,2/22/2023
4070,93,12/25/2022
4004,129,5/25/2023
4019,148,5/5/2023
3992,150,6/5/2023
3968,188,2/28/2023
3972,161,6/23/2023
3989,171,1/17/2023
4036,154,11/21/2022
4106,173,5/17/2023
4068,89,1/8/2023
4088,133,9/25/2023
4048,32,10/3/2022
4036,103,4/16/2023
4106,49,4/26/2023
4095,10,1/3/2023
3994,44,7/31/2023
3994,130,1/19/2023
4077,186,9/3/2023
4036,132,8/26/2023
4111,120,9/15/2023
4044,162,11/15/2022
4031,11,4/10/2023
4051,58,11/18/2022
3959,153,6/30/2023
4089,73,11/17/2022
4107,,5/29/2023
3994,109,7/5/2023
3971,66,6/15/2023
4017,118,12/17/2022
4086,142,3/1/2023
4100,166,12/16/2022
3970,185,4/15/2023
4065,176,4/5/2023
4045,78,3/25/2023
4007,27,7/17/2023
4008,,3/10/2023
4120,173,5/2/2023
4008,125,8/16/2023
3974,169,7/9/2023
4044,92,8/1/2023
4005,,10/13/2022
4078,,5/5/2023
4076,57,12/19/2022
4110,82,1/30/2023
4041,193,12/9/2022
4105,12,5/25/2023
4101,48,12/14/2022
4042,,1/22/2023
4114,117,9/1/2023
4033,137,6/1/2023
4064,128,12/1/2022
4041,18,5/20/2023
3998,47,8/17/2023
3983,,6/16/2023
4073,28,7/25/2023
3967,56,10/15/2022
4083,,12/18/2022
4013,107,12/28/2022
3957,41,1/26/2023
4120,192,5/31/2023
4014,123,9/14/2023
4015,18,7/22/2023
4076,,10/30/2022
4116,34,10/20/2022
4011,63,9/29/2023
4018,184,5/9/2023
4080,92,3/12/2023
4041,,2/18/2023
4053,200,7/6/2023
4009,143,8/19/2023
4059,,8/24/2023
4004,86,5/19/2023
3958,,10/30/2022
4049,180,9/10/2023
3959,38,7/11/2023
3975,121,2/22/2023
4048,52,5/28/2023
3964,159,5/18/2023
4099,,7/26/2023
3986,12,3/16/2023
3993,158,9/27/2023
4031,131,2/11/2023
4069,49,11/7/2022
4006,32,8/19/2023
4118,137,5/17/2023
4106,,5/5/2023
4049,170,6/13/2023
3968,,3/11/2023
3964,49,3/11/2023
4007,37,1/13/2023
4007,,8/1/2023
4029,152,6/27/2023
4001,98,11/10/2022
4013,122,7/7/2023
4024,15,7/5/2023
4001,101,8/17/2023
4043,74,9/17/2023
4098,134,10/22/2022
4019,153,5/21/2023
4002,188,1/17/2023
4007,155,5/26/2023
3962,,6/22/2023
4002,197,11/4/2022
4024,163,3/31/2023
3982,151,7/27/2023
3962,,11/4/2022
3992,125,3/15/2023
4054,77,6/11/2023
3985,126,8/6/2023
4043,,10/31/2022
4010,107,7/14/2023
4035,14,7/26/2023
4073,103,3/5/2023
4018,71,4/9/2023
4051,26,6/20/2023
4052,147,8/9/2023
4000,58,10/1/2023
4091,137,8/19/2023
4116,49,4/19/2023
4068,92,12/26/2022
3973,92,4/27/2023
3987,,7/10/2023
3993,27,1/17/2023
3990,,6/17/2023
4005,55,2/13/2023
4006,61,7/10/2023
4093,,6/21/2023
4053,,5/16/2023
4052,,4/30/2023
4038,109,1/15/2023
4110,144,6/27/2023
4066,161,10/13/2022
4119,103,12/20/2022
4019,193,10/10/2022
3968,,9/17/2023
4114,63,6/4/2023
4107,30,4/24/2023
4005,173,11/11/2022
4094,,12/18/2022
4032,116,1/31/2023
3995,191,8/1/2023
4040,,4/24/2023
4020,145,9/15/2023
3970,,11/26/2022
4118,,1/2/2023
4028,65,11/29/2022
3989,34,8/21/2023
4087,,9/8/2023
4106,108,8/6/2023
4082,,10/16/2022
4010,73,8/21/2023
3977,55,3/21/2023
4077,152,11/16/2022
4114,37,7/9/2023
3973,157,7/8/2023
3999,127,11/22/2022
4087,119,12/20/2022
4056,52,7/19/2023
4122,150,8/29/2023
4087,96,7/5/2023
4052,146,6/26/2023
4084,123,8/27/2023
4089,90,4/18/2023
4075,93,9/2/2023
4002,115,11/21/2022
4039,120,6/20/2023
4052,92,12/9/2022
4091,154,10/15/2022
4080,106,8/30/2023
4083,200,6/9/2023
4078,125,10/5/2022
4025,111,4/25/2023
4105,,4/18/2023
4059,,8/3/2023
4120,14,10/20/2022
4106,87,12/1/2022
3966,,10/26/2022
4010,64,5/22/2023
4013,15,7/29/2023
4008,186,12/8/2022
4072,151,1/22/2023
4017,156,6/5/2023
4058,49,12/16/2022
4012,,7/30/2023
4035,49,7/13/2023
4065,,12/14/2022
4053,159,4/18/2023
4103,75,7/12/2023
3997,33,8/8/2023
4052,155,1/28/2023
4022,197,1/24/2023
4097,,2/19/2023
3978,133,9/28/2023
3991,,6/20/2023
3978,186,9/6/2023
4032,34,5/13/2023
4070,86,9/5/2023
4089,,3/6/2023
4047,107,8/9/2023
4015,,5/22/2023
4106,,10/25/2022
3967,99,2/3/2023
4076,121,3/12/2023
4088,40,10/24/2022
4116,68,5/5/2023
4043,164,6/10/2023
4066,172,3/18/2023
4072,107,5/25/2023
4076,,6/20/2023
4067,91,8/12/2023
4061,48,5/1/2023
4051,188,6/24/2023
4084,22,1/25/2023
4038,110,1/7/2023
4026,162,3/24/2023
4054,33,4/1/2023
3963,84,9/20/2023
4002,47,5/18/2023
4070,,10/8/2022
4016,,6/8/2023
4024,22,5/16/2023
4122,77,1/30/2023
3976,,11/22/2022
4048,188,12/28/2022
3978,,9/3/2023
4032,,1/21/2023
4085,134,11/22/2022
4088,156,3/16/2023
4096,,3/19/2023
4121,198,3/25/2023
3977,72,8/21/2023
4027,,10/23/2022
4015,92,9/15/2023
3982,157,3/13/2023
3987,,5/15/2023
3975,118,9/13/2023
4049,58,10/18/2022
3966,162,4/3/2023
4096,88,12/6/2022
4008,,8/27/2023
4042,123,11/18/2022
4007,122,6/27/2023
4041,,6/3/2023
4021,61,8/14/2023
4034,49,8/6/2023
4027,31,9/12/2023
4005,,1/23/2023
4111,,6/23/2023
3992,47,2/19/2023
4096,83,9/30/2023
4023,,2/22/2023
3959,38,2/13/2023
4033,130,10/24/2022
4029,,3/10/2023
4045,147,4/8/2023
4060,149,6/19/2023
4060,76,7/4/2023
4105,169,1/17/2023
3960,46,11/24/2022
4077,181,11/10/2022
4088,,3/10/2023
3995,179,11/3/2022
4058,75,3/8/2023
4015,,6/6/2023
4015,188,10/28/2022
4010,23,8/31/2023
4078,12,9/26/2023
4016,,11/23/2022
4089,179,12/19/2022
4107,178,1/26/2023
4098,37,8/29/2023
4076,,3/16/2023
4075,176,10/27/2022
4044,107,1/11/2023
3978,191,4/25/2023
4037,,7/3/2023
4005,162,5/17/2023
4066,57,11/29/2022
4063,,3/17/2023
4010,153,8/19/2023
4069,15,4/21/2023
4072,,7/2/2023
4099,88,8/6/2023
3964,110,11/9/2022
4052,14,10/21/2022
3992,100,7/27/2023
4104,87,8/25/2023
3989,138,5/14/2023
4035,25,5/20/2023
3959,109,8/14/2023
4084,17,5/18/2023
4047,81,7/4/2023
4043,97,10/29/2022
4014,178,12/13/2022
4064,,1/28/2023
4065,143,8/25/2023
4060,166,3/5/2023
4094,185,8/19/2023
4033,71,2/15/2023
4040,119,4/2/2023
4107,164,5/8/2023
3962,148,6/21/2023
4102,,2/28/2023
3965,158,2/13/2023
3992,61,4/30/2023
3996,89,6/1/2023
4041,144,7/23/2023
4102,120,3/1/2023
4118,47,10/14/2022
4111,154,1/28/2023
4112,91,5/6/2023
4103,,5/8/2023
4057,194,3/3/2023
4054,,10/13/2022
4009,47,11/4/2022
4057,91,5/11/2023
3973,115,1/21/2023
4093,87,12/9/2022
4055,173,8/11/2023
4005,80,3/14/2023
4078,,6/4/2023
3984,,1/21/2023
4041,,6/14/2023
4102,,6/18/2023
4072,167,9/5/2023
4120,155,1/16/2023
4034,162,12/1/2022
3980,185,4/1/2023
4000,,7/27/2023
3983,,6/14/2023
4098,44,4/7/2023
4002,164,5/21/2023
3965,176,9/28/2023
4111,109,12/23/2022
4082,45,8/5/2023
3963,,9/27/2023
4004,114,9/9/2023
4007,13,12/16/2022
3974,115,9/6/2023
4055,181,5/14/2023
4029,62,1/29/2023
4009,,11/24/2022
4016,122,6/19/2023
4031,135,4/21/2023
4091,127,7/15/2023
3974,119,1/16/2023
4073,20,9/30/2023
3971,107,10/21/2022
4051,110,12/10/2022
4089,200,7/18/2023
3959,147,11/16/2022
4000,190,3/20/2023
4040,143,7/15/2023
4062,,4/8/2023
4057,20,9/28/2023
3997,72,9/5/2023
3985,111,3/6/2023
3990,20,8/26/2023
4094,142,12/24/2022
4064,22,1/26/2023
4079,,1/26/2023
3974,87,12/30/2022
4056,83,3/4/2023
4009,118,11/17/2022
3990,23,4/12/2023
4009,46,4/10/2023
4036,175,11/6/2022
4067,194,7/10/2023
4078,56,3/28/2023
3997,188,8/18/2023
4111,110,2/9/2023
4104,125,7/4/2023
4036,,2/5/2023
4107,192,7/27/2023
4008,126,5/11/2023
4085,,4/19/2023
4074,176,10/14/2022
4027,51,5/28/2023
4008,41,1/16/2023
3958,,3/4/2023
3993,172,2/28/2023
4071,144,4/16/2023
3973,196,5/31/2023
4059,140,9/30/2023
4111,50,2/9/2023
4020,107,4/19/2023
4091,,12/31/2022
4041,,12/3/2022
4102,178,3/27/2023
4082,51,8/21/2023
4074,55,7/22/2023
4075,23,4/2/2023
4104,89,7/7/2023
3967,124,2/24/2023
3980,56,8/30/2023
4030,,11/13/2022
4122,,8/19/2023
4073,169,6/8/2023
4045,13,2/16/2023
4033,137,8/10/2023
4057,11,11/29/2022
4113,136,5/7/2023
4001,160,11/3/2022
4063,126,5/16/2023
4020,30,10/3/2022
4002,11,3/23/2023
4115,150,10/8/2022
4067,170,12/23/2022
4074,63,12/25/2022
4055,,11/10/2022
4003,,6/21/2023
4102,19,9/7/2023
3981,,11/19/2022
4057,,4/27/2023
3968,164,7/18/2023
4018,32,7/11/2023
3997,,11/7/2022
4027,55,8/28/2023
4117,,2/25/2023
4094,179,11/21/2022
4031,162,1/26/2023
3974,153,3/4/2023
4012,,2/19/2023
4083,158,9/8/2023
4062,19,6/4/2023
4098,,4/17/2023
3988,104,9/24/2023
4051,27,10/31/2022
3976,150,9/28/2023
3983,,7/31/2023
4086,41,2/9/2023
4040,80,7/16/2023
4061,115,1/14/2023
4072,188,9/22/2023
3999,24,6/8/2023
4021,,5/20/2023
4010,171,2/26/2023
4086,32,10/15/2022
3968,186,12/6/2022
4075,190,7/31/2023
3963,165,12/5/2022
3975,76,7/3/2023
4120,169,4/27/2023
4075,43,2/26/2023
4054,137,9/7/2023
4044,171,8/24/2023
4059,56,2/2/2023
4006,69,1/13/2023
4058,59,10/16/2022
3966,,12/18/2022
3959,,5/7/2023
4021,40,8/22/2023
3986,63,3/29/2023
3991,116,10/17/2022
4040,95,7/23/2023
4075,173,8/28/2023
4081,173,7/28/2023
4075,82,4/16/2023
3974,27,9/29/2023
3978,139,1/5/2023
4097,11,11/30/2022
4019,,7/14/2023
4069,111,1/6/2023
3992,167,5/2/2023
4077,54,4/13/2023
4028,,5/21/2023
3998,182,5/25/2023
4000,131,12/4/2022
3961,175,8/5/2023
4112,,4/13/2023
3982,,5/2/2023
4002,147,5/1/2023
4032,128,5/12/2023
3988,115,11/10/2022
4093,24,10/2/2022
4057,86,12/12/2022
4000,183,3/11/2023
3976,147,4/21/2023
3959,,2/2/2023
4026,94,2/21/2023
3996,100,12/30/2022
4069,,10/18/2022
4048,,12/9/2022
4002,96,12/6/2022
4012,170,12/9/2022
3965,52,9/15/2023
4093,109,9/24/2023
4012,,1/22/2023
4070,,2/16/2023
3969,88,8/12/2023
4119,90,7/30/2023
4090,79,7/7/2023
4121,137,10/22/2022
3983,105,11/8/2022
4056,87,1/16/2023
4035,87,5/14/2023
4070,,5/6/2023
3970,19,7/12/2023
4110,33,1/23/2023
3958,16,5/5/2023
3969,138,6/8/2023
4053,,4/3/2023
4008,133,8/14/2023
4020,144,10/10/2022
4052,93,11/19/2022
4018,,6/1/2023
4008,142,5/21/2023
3980,43,8/12/2023
3961,19,11/7/2022
4064,192,3/18/2023
3964,39,12/17/2022
3960,,8/23/2023
4043,185,3/6/2023
4006,32,2/20/2023
3973,21,4/26/2023
4013,,12/2/2022
3981,200,2/19/2023
3999,157,3/1/2023
3999,173,10/15/2022
3968,92,8/13/2023
4063,83,12/25/2022
4088,91,1/18/2023
3984,181,2/4/2023
4040,,3/30/2023
4039,,11/3/2022
4100,13,5/24/2023
4117,153,3/6/2023
4005,62,4/22/2023
4116,150,4/4/2023
4010,46,5/12/2023
4095,82,3/8/2023
4058,53,12/12/2022
4066,,4/12/2023
3987,96,10/28/2022
4016,22,11/27/2022
4011,,7/10/2023
3984,182,4/16/2023
4048,,2/5/2023
4039,32,6/9/2023
4001,55,12/6/2022
3960,161,4/14/2023
4059,186,1/21/2023
4037,167,11/5/2022
3960,95,7/19/2023
4056,192,7/28/2023
4011,146,4/2/2023
4074,,8/27/2023
4013,129,4/15/2023
3973,33,8/11/2023
4028,188,8/22/2023
4116,126,3/22/2023
4051,174,4/2/2023
3968,129,7/27/2023
3974,67,12/21/2022
4012,,8/25/2023
4062,76,1/3/2023
4034,110,6/7/2023
4110,,9/17/2023
4084,94,5/14/2023
3983,93,4/12/2023
4094,17,2/13/2023
4102,,11/18/2022
4000,,3/3/2023
4021,53,8/9/2023
3981,99,10/25/2022
4110,42,10/15/2022
4040,113,1/20/2023
4118,37,7/9/2023
4056,176,3/16/2023
3991,,10/3/2022
4042,128,1/1/2023
4001,115,3/22/2023
